0 -1 0 -1
f98b37d0-1ca9-44c9-beff-63ca398a0451 0 23060787.66363576 4
19afb890-d70f-448a-8ffb-fd1ec903cb0d 0 23061263.56297485 0
e716505d-b8e6-4e91-861f-c5f3e3c63075 f98b37d0-1ca9-44c9-beff-63ca398a0451 27468805.85656156 4
feb9cff7-e4b0-44be-bea6-b750619a11ef 19afb890-d70f-448a-8ffb-fd1ec903cb0d 27469361.70978044 0
21b6af4d-3b0d-4448-86e5-bf170bc2fd1c e716505d-b8e6-4e91-861f-c5f3e3c63075 28743696.429781258 4
03884304-1432-4474-bfcc-972552ee78e4 feb9cff7-e4b0-44be-bea6-b750619a11ef 28744253.967155065 0
79a53830-7c52-4fe7-ab1a-ff4c7afad767 03884304-1432-4474-bfcc-972552ee78e4 32715619.40681475 2
21e855af-810a-4fab-878d-5d965c85b71f 03884304-1432-4474-bfcc-972552ee78e4 32715897.606658503 0
65297542-bd4b-4522-b8c8-488e73bb6e9b 79a53830-7c52-4fe7-ab1a-ff4c7afad767 40012338.3725132 4
4e3c4437-f8e7-4a3e-81d1-7601681d48d7 21e855af-810a-4fab-878d-5d965c85b71f 40012822.42100871 0
28cb990f-cdc4-45e5-84ea-dcc0613ccbeb 65297542-bd4b-4522-b8c8-488e73bb6e9b 41630036.365966216 4
cf8cb1e1-6731-4914-ab59-3962000ffa1b 4e3c4437-f8e7-4a3e-81d1-7601681d48d7 41630555.383785926 0
1c6c0a5c-cb99-476d-b372-3f9f67cef93e 28cb990f-cdc4-45e5-84ea-dcc0613ccbeb 42979709.62403664 4
13e90e40-a7f3-40dc-aa84-7b547ffa3c28 cf8cb1e1-6731-4914-ab59-3962000ffa1b 42980187.94230336 0
09611614-135d-4a6f-b634-834c1f5b25bb 1c6c0a5c-cb99-476d-b372-3f9f67cef93e 46251197.05030316 4
70819151-3e5c-45d6-a67a-7f0dcd84eeef 13e90e40-a7f3-40dc-aa84-7b547ffa3c28 46251677.62714612 0
d2134590-6599-4eb3-9c3c-c55e9558b5a6 09611614-135d-4a6f-b634-834c1f5b25bb 50625215.05307932 5
c9f6fcf4-c973-4292-b790-858569677cd3 70819151-3e5c-45d6-a67a-7f0dcd84eeef 50625434.06685466 0
777093c7-09e4-4b2a-91e5-f0c8f07ae928 d2134590-6599-4eb3-9c3c-c55e9558b5a6 51924649.74509833 9
5ec51237-294c-48c4-9ab9-a8bbb298aa8b c9f6fcf4-c973-4292-b790-858569677cd3 51924836.61301659 0
19f20973-22d0-44a9-b827-873c4a047094 777093c7-09e4-4b2a-91e5-f0c8f07ae928 61446867.23234421 2
507e4d10-cdf0-4889-b21c-ec9e591504f1 5ec51237-294c-48c4-9ab9-a8bbb298aa8b 61447109.537011035 0
c84423e5-9b20-4158-bc78-b8e171ba1be3 19f20973-22d0-44a9-b827-873c4a047094 68525923.01501614 4
5d5e0a84-992e-4dc5-b5d8-7e80e2d1b28a 507e4d10-cdf0-4889-b21c-ec9e591504f1 68526404.64270239 0
0aeb7415-3ca4-4fc2-8e19-1126fc71da5d c84423e5-9b20-4158-bc78-b8e171ba1be3 75825530.65061887 8
3f89e9f9-7bbc-4739-99e1-6825d501f103 5d5e0a84-992e-4dc5-b5d8-7e80e2d1b28a 75826025.67566009 0
ce070bd7-4802-4092-9a77-171818a01d4c 3f89e9f9-7bbc-4739-99e1-6825d501f103 77985303.71583396 0
528fce33-5fe1-4efb-9124-76f327575beb 0aeb7415-3ca4-4fc2-8e19-1126fc71da5d 77985313.08770332 1
ae1ab2c4-5f00-4c9d-9212-8f11210d143e ce070bd7-4802-4092-9a77-171818a01d4c 82140978.47989047 4
