0 -1 0 -1
f98b37d0-1ca9-44c9-beff-63ca398a0451 0 23061025.129375514 4
19afb890-d70f-448a-8ffb-fd1ec903cb0d 0 23061264.705416366 0
e716505d-b8e6-4e91-861f-c5f3e3c63075 f98b37d0-1ca9-44c9-beff-63ca398a0451 27469124.043946035 4
feb9cff7-e4b0-44be-bea6-b750619a11ef 19afb890-d70f-448a-8ffb-fd1ec903cb0d 27469363.10281857 0
21b6af4d-3b0d-4448-86e5-bf170bc2fd1c e716505d-b8e6-4e91-861f-c5f3e3c63075 28744013.865579426 4
03884304-1432-4474-bfcc-972552ee78e4 feb9cff7-e4b0-44be-bea6-b750619a11ef 28744254.39009097 0
79a53830-7c52-4fe7-ab1a-ff4c7afad767 03884304-1432-4474-bfcc-972552ee78e4 32715406.94290151 2
21e855af-810a-4fab-878d-5d965c85b71f 03884304-1432-4474-bfcc-972552ee78e4 32715897.437328327 0
65297542-bd4b-4522-b8c8-488e73bb6e9b 79a53830-7c52-4fe7-ab1a-ff4c7afad767 40012583.622147016 4
4e3c4437-f8e7-4a3e-81d1-7601681d48d7 21e855af-810a-4fab-878d-5d965c85b71f 40012822.74604908 0
28cb990f-cdc4-45e5-84ea-dcc0613ccbeb 65297542-bd4b-4522-b8c8-488e73bb6e9b 41630317.92485875 4
cf8cb1e1-6731-4914-ab59-3962000ffa1b 4e3c4437-f8e7-4a3e-81d1-7601681d48d7 41630558.70231095 0
1c6c0a5c-cb99-476d-b372-3f9f67cef93e 28cb990f-cdc4-45e5-84ea-dcc0613ccbeb 42979950.161084205 4
13e90e40-a7f3-40dc-aa84-7b547ffa3c28 cf8cb1e1-6731-4914-ab59-3962000ffa1b 42980188.19572339 0
09611614-135d-4a6f-b634-834c1f5b25bb 1c6c0a5c-cb99-476d-b372-3f9f67cef93e 46251435.19443997 4
70819151-3e5c-45d6-a67a-7f0dcd84eeef 13e90e40-a7f3-40dc-aa84-7b547ffa3c28 46251675.12110509 0
c9f6fcf4-c973-4292-b790-858569677cd3 70819151-3e5c-45d6-a67a-7f0dcd84eeef 50625432.15991035 0
d2134590-6599-4eb3-9c3c-c55e9558b5a6 09611614-135d-4a6f-b634-834c1f5b25bb 50625477.31355144 5
777093c7-09e4-4b2a-91e5-f0c8f07ae928 d2134590-6599-4eb3-9c3c-c55e9558b5a6 51924596.31543197 9
5ec51237-294c-48c4-9ab9-a8bbb298aa8b c9f6fcf4-c973-4292-b790-858569677cd3 51924836.709328614 0
19f20973-22d0-44a9-b827-873c4a047094 777093c7-09e4-4b2a-91e5-f0c8f07ae928 61446624.17893851 2
507e4d10-cdf0-4889-b21c-ec9e591504f1 5ec51237-294c-48c4-9ab9-a8bbb298aa8b 61447108.52795748 0
c84423e5-9b20-4158-bc78-b8e171ba1be3 19f20973-22d0-44a9-b827-873c4a047094 68526165.98227488 4
5d5e0a84-992e-4dc5-b5d8-7e80e2d1b28a 507e4d10-cdf0-4889-b21c-ec9e591504f1 68526404.90126024 0
0aeb7415-3ca4-4fc2-8e19-1126fc71da5d c84423e5-9b20-4158-bc78-b8e171ba1be3 75825531.22768621 8
3f89e9f9-7bbc-4739-99e1-6825d501f103 5d5e0a84-992e-4dc5-b5d8-7e80e2d1b28a 75826024.27544373 0
528fce33-5fe1-4efb-9124-76f327575beb 0aeb7415-3ca4-4fc2-8e19-1126fc71da5d 77985050.26780269 1
ce070bd7-4802-4092-9a77-171818a01d4c 3f89e9f9-7bbc-4739-99e1-6825d501f103 77985302.33479263 0
